"","package_name","package_version","package_title"
"5628","LSC","0.1.5","Local Statistical Complexity - Automatic Pattern Discovery in
Spatio-Temporal Data"
"5629","LSD","3.0","Lots of Superior Depictions"
"5630","LSDinterface","0.3.1","Reading LSD Results (.res) Files"
"5631","LSDsensitivity","0.1.2","Sensitivity Analysis Tools for LSD"
"5632","lsdv","1.1","Least square dummy variable regression"
"5633","lsei","1.2-0","Solving Least Squares or Quadratic Programming Problems under
Equality/Inequality Constraints"
"5634","lsgl","1.3.6","Linear Multiple Output Sparse Group Lasso"
"5635","lshorth","0.1-6","The Length of the Shorth"
"5636","lsl","0.5.6","Latent Structure Learning"
"5637","lslx","0.6.0","Semi-Confirmatory Structural Equation Modeling via Penalized
Likelihood"
"5638","lsmeans","2.27-61","Least-Squares Means"
"5639","LSMonteCarlo","1.0","American options pricing with Least Squares Monte Carlo method"
"5640","LSPFP","1.0.0","Lysate and Secretome Peptide Feature Plotter"
"5641","lspline","1.0-0","Linear Splines with Convenient Parametrisations"
"5642","lspls","0.2-1","LS-PLS Models"
"5643","lsplsGlm","1.0","Classification using LS-PLS for Logistic Regression"
"5644","lsr","0.5","Companion to ""Learning Statistics with R"""
"5645","LSRS","0.1.0","Land Surface Remote Sensing"
"5646","lss","0.52","the accelerated failure time model to right censored data based
on least-squares principle"
"5647","LSTS","1.0","Locally Stationary Time Series"
"5648","ltbayes","0.4","Simulation-Based Bayesian Inference for Latent Traits of Item
Response Models"
"5649","ltm","1.1-0","Latent Trait Models under IRT"
"5650","ltmle","1.0-1","Longitudinal Targeted Maximum Likelihood Estimation"
"5651","LTPDvar","1.2","LTPD and AOQL Plans for Acceptance Sampling Inspection by
Variables"
"5652","LTR","1.0.0","Perform LTR analysis on microarray data"
"5653","LTRCtrees","0.5.0","Survival Trees to Fit Left-Truncated and Right-Censored and
Interval-Censored Survival Data"
"5654","ltsa","1.4.6","Linear Time Series Analysis"
"5655","ltsbase","1.0.1","Ridge and Liu Estimates based on LTS (Least Trimmed Squares)
Method"
"5656","ltsk","1.0.4","Local Time Space Kriging"
"5657","ltxsparklines","1.1.2","Lightweight Sparklines for a LaTeX Document"
"5658","lubridate","1.7.1","Make Dealing with Dates a Little Easier"
"5659","luca","1.0-5","Likelihood inference from case-control data Under Covariate
Assumptions (LUCA)"
"5660","lucid","1.4","Printing Floating Point Numbers in a Human-Friendly Format"
"5661","lucr","0.2.0","Currency Formatting and Conversion"
"5662","ludic","0.1.5","Linkage Using Diagnosis Codes"
"5663","lulcc","1.0.2","Land Use Change Modelling in R"
"5664","lumberjack","0.2.0","Track Changes in Data"
"5665","lumendb","0.2.2","Lumen Database API Client"
"5666","Luminescence","0.7.5","Comprehensive Luminescence Dating Data Analysis"
"5667","LumReader","0.1.0","TL/OSL Reader Simulator"
"5668","lunar","0.1-04","Lunar Phase & Distance, Seasons and Other Environmental Factors"
"5669","luzlogr","0.2.0","Lightweight Logging for R Scripts"
"5670","lvec","0.1.1","Out of Memory Vectors"
"5671","lvm4net","0.2","Latent Variable Models for Networks"
"5672","LVMMCOR","0.01.1","A Latent Variable Model for Mixed Continuous and Ordinal
Responses"
"5673","lvnet","0.3.2","Latent Variable Network Modeling"
"5674","lvplot","0.2.0","Letter Value 'Boxplots'"
"5675","LW1949","1.1.0","An Automated Approach to Evaluating Dose-Effect Experiments
Following Litchfield and Wilcoxon (1949)"
"5676","lwgeom","0.1-2","Bindings to Selected 'liblwgeom' Functions for Simple Features"
"5677","lxb","1.5","Fast LXB File Reader"
"5678","lymphclon","1.3.0","Accurate Estimation of Clonal Coincidences and Abundances from
Biological Replicates"
"5679","LZeroSpikeInference","1.0.3","Exact Spike Train Inference via L0 Optimization"
"5680","m2b","1.0","Movement to Behaviour Inference using Random Forest"
"5681","m2r","1.0.0","Macaulay2 in R"
"5682","M3","0.3","Reading M3 files"
"5683","M4comp","0.0.1","Data from the M4 Time Series Forecasting Competition"
"5684","m4fe","0.1","Models for Financial Economics"
"5685","maboost","1.0-0","Binary and Multiclass Boosting Algorithms"
"5686","MAc","1.1","Meta-Analysis with Correlations"
"5687","macc","1.0.1","Mediation Analysis of Causality under Confounding"
"5688","machina","0.1.6","Machina Time Series Generation and Backtesting"
"5689","machQA","0.1.4","QA Machina Indicators"
"5690","macleish","0.3.1","Retrieve Data from MacLeish Field Station"
"5691","MAclinical","1.0-5","Class prediction based on microarray data and clinical
parameters"
"5692","MAd","0.8-2","Meta-Analysis with Mean Differences"
"5693","mada","0.5.8","Meta-Analysis of Diagnostic Accuracy"
"5694","maddison","0.1","Maddison Project Database"
"5695","madness","0.2.2","Automatic Differentiation of Multivariate Operations"
"5696","MADPop","1.1","MHC Allele-Based Differencing Between Populations"
"5697","madr","1.0.0","Model Averaged Double Robust Estimation"
"5698","madrat","1.22.1","May All Data be Reproducible and Transparent (MADRaT) *"
"5699","mads","0.1.5","Multi-Analysis Distance Sampling"
"5700","madsim","1.2.1","A Flexible Microarray Data Simulation Model"
"5701","Maeswrap","1.7","Wrapper Functions for MAESTRA/MAESPA"
"5702","mafs","0.0.3","Multiple Automatic Forecast Selection"
"5703","magclass","4.51.1","Data Class and Tools for Handling Spatial-Temporal Data"
"5704","magic","1.5-6","create and investigate magic squares"
"5705","magicaxis","2.0.3","Pretty Scientific Plotting with Minor-Tick and Log Minor-Tick
Support"
"5706","magicfor","0.1.0","Magic Functions to Obtain Results from for Loops"
"5707","magick","1.6","Advanced Graphics and Image-Processing in R"
"5708","magicLamp","0.1.0","'WeMo Switch' Smart Plug Utilities"
"5709","MAGNAMWAR","2.0.1","A Pipeline for Meta-Genome Wide Association"
"5710","MagneticMap","1.0","Magnetic Laplacian Matrix and Magnetic Eigenmap Visualization"
"5711","magree","1.0","Implements the O'Connell-Dobson-Schouten Estimators of Agreement
for Multiple Observers"
"5712","magrittr","1.5","A Forward-Pipe Operator for R"
"5713","maGUI","2.2","A Graphical User Interface for Microarray Data Analysis and
Annotation"
"5714","mail","1.0","Sending Email Notifications from R"
"5715","mailR","0.4.1","A Utility to Send Emails from R"
"5716","MAINT.Data","1.2.0","Model and Analyse Interval Data"
"5717","makedummies","1.0","Create Dummy Variables from Categorical Data"
"5718","MakefileR","1.0","Create 'Makefiles' Using R"
"5719","makeFlow","1.0.2","Visualizing Sequential Classifications"
"5720","makeProject","1.0","Creates an empty package framework for the LCFD format"
"5721","malani","1.0","Machine Learning Assisted Network Inference"
"5722","MALDIquant","1.17","Quantitative Analysis of Mass Spectrometry Data"
"5723","MALDIquantForeign","0.11.1","Import/Export Routines for 'MALDIquant'"
"5724","MALDIrppa","1.0.1","MALDI Mass Spectrometry Data Robust Pre-Processing and Analysis"
"5725","mallet","1.0","A wrapper around the Java machine learning tool MALLET"
"5726","MAMS","1.2","Designing Multi-Arm Multi-Stage Studies"
"5727","MAMSE","0.2-1","Calculation of Minimum Averaged Mean Squared Error (MAMSE)
Weights"
"5728","managelocalrepo","0.1.5","Manage a CRAN-Style Local Repository"
"5729","MANCIE","1.4","Matrix Analysis and Normalization by Concordant Information
Enhancement"
"5730","mandelbrot","0.2.0","Generates Views on the Mandelbrot Set"
"5731","manet","1.0","Multiple Allocation Model for Actor-Event Networks"
"5732","mangoTraining","1.0-7","Mango Solutions Training Datasets"
"5733","Mangrove","1.21","Risk Prediction on Trees"
"5734","manhattanly","0.2.0","Interactive Q-Q and Manhattan Plots Using 'plotly.js'"
"5735","manifestoR","1.2.4","Access and Process Data and Documents of the Manifesto Project"
"5736","ManifoldOptim","0.1.4","An R Interface to the 'ROPTLIB' Library for Riemannian Manifold
Optimization"
"5737","manipulate","1.0.1","Interactive Plots for RStudio"
"5738","manipulateWidget","0.8.0","Add Even More Interactivity to Interactive Charts"
"5739","ManlyMix","0.1.11","Manly Mixture Modeling and Model-Based Clustering"
"5740","MANOVA.RM","0.2.1","Analysis of Multivariate Data and Repeated Measures Designs"
"5741","ManyTests","1.2","Multiple Testing Procedures of Cox (2011) and Wong and Cox
(2007)"
"5742","Map2NCBI","1.1","Mapping Markers to the Nearest Genomic Feature"
"5743","MAPA","2.0.2","Multiple Aggregation Prediction Algorithm"
"5744","mapdata","2.2-6","Extra Map Databases"
"5745","mapedit","0.3.2","Interactive Editing of Spatial Data in R"
"5746","mapfit","0.9.7","A Tool for PH/MAP Parameter Estimation"
"5747","mapfuser","0.1.2","Construct Consensus Genetic Maps and Estimate Recombination
Rates"
"5748","MapGAM","1.0","Mapping Smoothed Effect Estimates from Individual-Level Data"
"5749","MAPLES","1.0","Smoothed age profile estimation"
"5750","mapmisc","1.6.3","Utilities for Producing Maps"
"5751","mapplots","1.5","Data Visualisation on Maps"
"5752","mapproj","1.2-5","Map Projections"
"5753","mapr","0.3.4","Visualize Species Occurrence Data"
"5754","mapReasy","1.0","Producing Administrative Boundary Map with Additional Features
Embedded"
"5755","maps","3.2.0","Draw Geographical Maps"
"5756","mapsapi","0.2.0","'sf'-Compatible Interface to 'Google Maps' APIs"
"5757","mapStats","2.4","Geographic Display of Survey Data Statistics"
"5758","maptools","0.9-2","Tools for Reading and Handling Spatial Objects"
"5759","maptpx","1.9-2","MAP Estimation of Topic Models"
"5760","maptree","1.4-7","Mapping, pruning, and graphing tree models"
"5761","mapview","2.2.0","Interactive Viewing of Spatial Data in R"
"5762","mAr","1.1-2","Multivariate AutoRegressive analysis"
"5763","MAR1","1.0","Multivariate Autoregressive Modeling for Analysis of Community
Time-Series Data"
"5764","mar1s","2.1","Multiplicative AR(1) with Seasonal Processes"
"5765","march","1.4","Markov Chains"
"5766","marcher","0.0-2","Migration and Range Change Estimation in R"
"5767","marelac","2.1.6","Tools for Aquatic Sciences"
"5768","MareyMap","1.3.4","Estimation of Meiotic Recombination Rates Using Marey Maps"
"5769","marg","1.2-2","Approximate marginal inference for regression-scale models"
"5770","margins","0.3.0","Marginal Effects for Model Objects"
"5771","marima","2.2","Multivariate ARIMA and ARIMA-X Analysis"
"5772","marinespeed","0.1.0","Benchmark Data Sets and Functions for Marine Species
Distribution Modelling"
"5773","markdown","0.8","'Markdown' Rendering for R"
"5774","marked","1.1.13","Mark-Recapture Analysis for Survival and Abundance Estimation"
"5775","maRketSim","0.9.2","Market simulator for R"
"5776","markmyassignment","0.6.1","Automatic Marking of R Assignments"
"5777","markophylo","1.0.4","Markov Chain Models for Phylogenetic Trees"
"5778","markovchain","0.6.9.8-1","Easy Handling Discrete Time Markov Chains"
"5779","MarkowitzR","0.9900.0","Statistical Significance of the Markowitz Portfolio"
"5780","marl","1.0","Multivariate Analysis Based on Relative Likelihoods"
"5781","marmap","0.9.6","Import, Plot and Analyze Bathymetric and Topographic Data"
"5782","marqLevAlg","1.1","An algorithm for least-squares curve fitting"
"5783","MARSS","3.9","Multivariate Autoregressive State-Space Modeling"
"5784","MARX","0.1","Simulation, Estimation and Selection of MARX Models"
"5785","maSAE","0.1-5","Mandallaz' Model-Assisted Small Area Estimators"
"5786","mason","0.2.5","Build Data Structures for Common Statistical Analysis"
"5787","MASS","7.3-48","Support Functions and Datasets for Venables and Ripley's MASS"
"5788","Massign","1.0.0","Simple Matrix Construction"
"5789","MASSTIMATE","1.3","Body Mass Estimation Equations for Vertebrates"
"5790","MasterBayes","2.55","ML and MCMC Methods for Pedigree Reconstruction and Analysis"
"5791","MAT","2.2","Multidimensional Adaptive Testing"
"5792","MATA","0.3","Model-Averaged Tail Area Wald (MATA-Wald) Confidence Interval"
"5793","matchbook","1.0.7","Wrapper for the 'Matchbook' API"
"5794","Matching","4.9-2","Multivariate and Propensity Score Matching with Balance
Optimization"
"5795","MatchingFrontier","1.0.0","Computation of the Balance - Sample Size Frontier in Matching
Methods for Causal Inference"
"5796","matchingMarkets","0.3-3","Analysis of Stable Matchings"
"5797","matchingR","1.2.1","Matching Algorithms in R and C++"
"5798","MatchIt","3.0.1","Nonparametric Preprocessing for Parametric Casual Inference"
"5799","MatchItSE","1.0","Calculates SE for Matched Samples from 'MatchIt'"
"5800","MatchLinReg","0.7.0","Combining Matching and Linear Regression for Causal Inference"
"5801","matchMulti","1.1.6","Optimal Multilevel Matching using a Network Algorithm"
"5802","matconv","0.3.2","A Code Converter from the Matlab/Octave Language to R"
"5803","matdist","0.1.1","Matrix Variate Distributions"
"5804","mateable","0.3.1","Tools to Assess Mating Potential in Space and Time"
"5805","mathgraph","0.9-11","Directed and undirected graphs"
"5806","mathpix","0.2.0","Support for the 'Mathpix' API (Image to 'LaTeX')"
"5807","matie","1.2","Measuring Association and Testing Independence Efficiently"
"5808","matlab","1.0.2","MATLAB emulation package"
"5809","matlabr","1.4.3","An Interface for MATLAB using System Calls"
"5810","matlib","0.8.1","Matrix Functions for Teaching and Learning Linear Algebra and
Multivariate Statistics"
"5811","MatManlyMix","0.1.2","Matrix Clustering with Gaussian and Manly Mixture Models"
"5812","matpow","0.1.1","matrix powers"
"5813","matR","0.9","Metagenomics Analysis Tools for R"
"5814","Matrix","1.2-12","Sparse and Dense Matrix Classes and Methods"
"5815","Matrix.utils","0.9.6","Data.frame-Like Operations on Sparse and Dense Matrix Objects"
"5816","matrixcalc","1.0-3","Collection of functions for matrix calculations"
"5817","MatrixCorrelation","0.9.2","Matrix Correlation Coefficients"
"5818","MatrixEQTL","2.1.1","Matrix eQTL: Ultra fast eQTL analysis via large matrix
operations"
"5819","matrixLaplacian","1.0","Normalized Laplacian Matrix and Laplacian Map"
"5820","MatrixLDA","0.1","Penalized Matrix-Normal Linear Discriminant Analysis"
"5821","MatrixModels","0.4-1","Modelling with Sparse And Dense Matrices"
"5822","matrixpls","1.0.5","Matrix-Based Partial Least Squares Estimation"
"5823","matrixsampling","1.0.0","Simulations of Matrix Variate Distributions"
"5824","matrixStats","0.52.2","Functions that Apply to Rows and Columns of Matrices (and to
Vectors)"
"5825","MATTOOLS","1.1","Modern Calibration Functions for the Modern Analog Technique
(MAT)"
"5826","mau","0.1.0","Decision Models with Multi Attribute Utility Theory"
"5827","MAVE","1.2.9","Methods for Dimension Reduction"
"5828","MAVIS","1.1.3","Meta Analysis via Shiny"
"5829","MAVTgsa","1.3","Three methods to identify differentially expressed gene sets,
ordinary least square test, Multivariate Analysis Of Variance
test with n contrasts and Random forest."
"5830","MaXact","0.2.1","Exact max-type Cochran-Armitage trend test(CATT)"
"5831","maxent","1.3.3.1","Low-memory Multinomial Logistic Regression with Support for Text<U+000a>Classification"
"5832","maxLik","1.3-4","Maximum Likelihood Estimation and Related Tools"
"5833","maxlike","0.1-7","Model Species Distributions by Estimating the Probability of
Occurrence Using Presence-Only Data"
"5834","maxmatching","0.1.0","Maximum Matching for General Weighted Graph"
"5835","maxnet","0.1.2","Fitting 'Maxent' Species Distribution Models with 'glmnet'"
"5836","MaxPro","3.1-2","Maximum Projection Designs"
"5837","MaxSkew","1.1","Orthogonal Data Projections with Maximal Skewness"
"5838","maxstat","0.7-25","Maximally Selected Rank Statistics"
"5839","maxTPR","0.1.0","Maximizing the TPR for a Specified FPR"
"5840","MazamaSpatialUtils","0.5.2","Spatial Data Download and Utility Functions"
"5841","MazamaWebUtils","0.1.5","Utility Functions for Building Web Databrowsers"
"5842","mazealls","0.2.0","Generate Recursive Mazes"
"5843","mazeGen","0.1.3","Elithorn Maze Generator"
"5844","MBA","0.0-9","Multilevel B-Spline Approximation"
"5845","mbbefd","0.8.8.1","Maxwell Boltzmann Bose Einstein Fermi Dirac Distribution and
Destruction Rate Modelling"
"5846","MBC","0.10-3","Multivariate Bias Correction of Climate Model Outputs"
"5847","MBCluster.Seq","1.0","Model-Based Clustering for RNA-seq Data"
"5848","mbclusterwise","1.0","Clusterwise Multiblock Analyses"
"5849","MBESS","4.4.2","The MBESS R Package"
"5850","mbest","0.5","Moment-Based Estimation for Hierarchical Models"
"5851","mbgraphic","1.0.0","Measure Based Graphic Selection"
"5852","MBHdesign","1.0.79","Spatial Designs for Ecological and Environmental Surveys"
"5853","MBI","1.0","(M)ultiple-site (B)iodiversity (I)ndices Calculator"
"5854","mbir","1.1","Magnitude-Based Inferences"
"5855","mblm","0.12","Median-Based Linear Models"
"5856","MBmca","0.0.3-5","Nucleic Acid Melting Curve Analysis on Microbead Surfaces with R"
"5857","mbmdr","2.6","Model Based Multifactor Dimensionality Reduction"
"5858","mboost","2.8-1","Model-Based Boosting"
"5859","mbrglm","0.0.1","Median Bias Reduction in Binomial-Response GLMs"
"5860","MBSGS","1.1.0","Multivariate Bayesian Sparse Group Selection with Spike and Slab"
"5861","MBTAr","1.0.1","Access Data from the Massachusetts Bay Transit Authority (MBTA)
Web API"
"5862","mBvs","1.1","Bayesian Variable Selection Methods for Multivariate Data"
"5863","mc2d","0.1-18","Tools for Two-Dimensional Monte-Carlo Simulations"
"5864","MC2toPath","0.0.16","Translates information from netcdf files with MC2 output into
inter-PVT transitions."
"5865","MCAvariants","2.0","Multiple Correspondence Analysis Variants"
"5866","mcbiopi","1.1.2","Matrix Computation Based Identification Of Prime Implicants"
"5867","mcc","1.0","Moment Corrected Correlation"
"5868","mcca","0.1.0","Multi-Category Classification Accuracy"
"5869","mcclust","1.0","Process an MCMC Sample of Clusterings"
"5870","mccr","0.4.4","The Matthews Correlation Coefficient"
"5871","MCDA","0.0.18","Functions to Support the Multicriteria Decision Aiding Process"
"5872","MCDM","1.2","Multi-Criteria Decision Making Methods for Crisp Data"
"5873","mcemGLM","1.1","Maximum Likelihood Estimation for Generalized Linear Mixed
Models"
"5874","mcga","3.0.1","Machine Coded Genetic Algorithms for Real-Valued Optimization
Problems"
"5875","mcgfa","1.0.0","Mixtures of Contaminated Gaussian Factor Analyzers"
"5876","mcgibbsit","1.1.0","Warnes and Raftery's MCGibbsit MCMC diagnostic"
"5877","mcglm","0.3.0","Multivariate Covariance Generalized Linear Models"
"5878","mcGlobaloptim","0.1","Global optimization using Monte Carlo and Quasi Monte Carlo<U+000a>simulation"
"5879","mcheatmaps","1.0.0","Multiple matrices heatmap visualization"
"5880","MChtest","1.0-2","Monte Carlo hypothesis tests with Sequential Stopping"
"5881","MCI","1.3.3","Multiplicative Competitive Interaction (MCI) Model"
"5882","mcIRT","0.41","IRT models for multiple choice items (mcIRT)"
"5883","MCL","1.0","Markov Cluster Algorithm"
"5884","mclcar","0.1-8","Estimating Conditional Auto-Regressive (CAR) Models using Monte
Carlo Likelihood Methods"
"5885","mcll","1.2","Monte Carlo Local Likelihood Estimation"
"5886","mclogit","0.5.1","Mixed Conditional Logit Models"
"5887","mclust","5.4","Gaussian Mixture Modelling for Model-Based Clustering,
Classification, and Density Estimation"
"5888","mclustcomp","0.2.0","Measures for Comparing Clusters"
"5889","mcmc","0.9-5","Markov Chain Monte Carlo"
"5890","MCMC.OTU","1.0.10","Bayesian Analysis of Multivariate Counts Data in DNA
Metabarcoding and Ecology"
"5891","MCMC.qpcr","1.2.3","Bayesian Analysis of qRT-PCR Data"
"5892","MCMC4Extremes","1.1","Posterior Distribution of Extreme Value Models in R"
"5893","MCMCglmm","2.25","MCMC Generalised Linear Mixed Models"
"5894","MCMCpack","1.4-1","Markov Chain Monte Carlo (MCMC) Package"
"5895","mcmcplots","0.4.2","Create Plots from MCMC Output"
"5896","MCMCprecision","0.3.7","Precision of Discrete Parameters in Transdimensional MCMC"
"5897","mcmcse","1.3-2","Monte Carlo Standard Errors for MCMC"
"5898","MCMCvis","0.8.1","Tools to Visualize, Manipulate, and Summarize MCMC Output"
"5899","mcMST","1.0.1","A Toolbox for the Multi-Criteria Minimum Spanning Tree Problem"
"5900","mco","1.0-15.1","Multiple Criteria Optimization Algorithms and Related Functions"
"5901","Mcomp","2.6","Data from the M-Competitions"
"5902","mcompanion","0.4-5","Objects and Methods for Multi-Companion Matrices"
"5903","MConjoint","0.1","Conjoint Analysis through Averaging of Multiple Analyses"
"5904","mcPAFit","0.1.4","Estimating Preferential Attachment from a Single Network
Snapshot by Markov Chain Monte Carlo"
"5905","MCPAN","1.1-20","Multiple Comparisons Using Normal Approximation"
"5906","mcparallelDo","1.1.0","A Simplified Interface for Running Commands on Parallel
Processes"
"5907","MCPerm","1.1.4","A Monte Carlo permutation method for multiple test correlation"
"5908","MCPMod","1.0-10","Design and Analysis of Dose-Finding Studies"
"5909","mcprofile","0.2-3","Testing Generalized Linear Hypotheses for Generalized Linear
Model Parameters by Profile Deviance"
"5910","mcr","1.2.1","Method Comparison Regression"
"5911","MCS","0.1.3","Model Confidence Set Procedure"
"5912","mcsm","1.0","Functions for Monte Carlo Methods with R"
"5913","McSpatial","2.0","Nonparametric spatial data analysis"
"5914","mctest","1.1.1","Multicollinearity Diagnostic Measures"
"5915","MCTM","1.0","Markov Chains Transition Matrices"
"5916","md","1.0.4","Selecting Bandwidth for Kernel Density Estimator with Minimum
Distance Method"
"5917","md.log","0.1.1","Produces Markdown Log File with a Built-in Function Call"
"5918","mda","0.4-10","Mixture and Flexible Discriminant Analysis"
"5919","mdatools","0.8.2","Multivariate Data Analysis for Chemometrics"
"5920","mded","0.1-2","Measuring the Difference Between Two Empirical Distributions"
"5921","mdftracks","0.2.0","Read and Write 'MTrackJ Data Files'"
"5922","mdhglm","1.6","Multivariate Double Hierarchical Generalized Linear Models"
"5923","MDimNormn","0.8.0","Multi-Dimensional MA Normalization for Plate Effect"
"5924","MDM","1.3","Multinomial Diversity Model"
"5925","mdmb","0.4-15","Model Based Treatment of Missing Data"
"5926","MDMR","0.5.0","Multivariate Distance Matrix Regression"
"5927","mdpeer","1.0.1","Graph-Constrained Regression with Enhanced Regularization
Parameters Selection"
"5928","MDplot","1.0.1","Visualising Molecular Dynamics Analyses"
"5929","MDPtoolbox","4.0.3","Markov Decision Processes Toolbox"
"5930","MDR","1.2","Detect gene-gene interactions using multifactor dimensionality
reduction"
"5931","mdscore","0.1-3","Improved Score Tests for Generalized Linear Models"
"5932","mdsdt","1.2","Functions for Analysis of Data with General Recognition Theory"
"5933","MDSGUI","0.1.6","A GUI for interactive MDS in R"
"5934","MDSMap","1.0","High Density Genetic Linkage Mapping using Multidimensional
Scaling"
"5935","mdsOpt","0.2-2","Searching for Optimal MDS Procedure for Metric and
Interval-Valued Symbolic Data"
"5936","mdsr","0.1.5","Complement to 'Modern Data Science with R'"
"5937","mdw","2017.12-03","Maximum Diversity Weighting"
"5938","meanr","0.1-1","Sentiment Analysis Scorer"
"5939","MeanShift","1.1-1","Clustering via the Mean Shift Algorithm"
"5940","meanShiftR","0.51","A Computationally Efficient Mean Shift Implementation"
"5941","meaRtools","1.0.2","Micro-Electro Array (MEA) Analysis"
"5942","measurements","1.1.0","Tools for Units of Measurement"
"5943","measuRing","0.4","Detection and Control of Tree-Ring Widths on Scanned Image
Sections"
"5944","meboot","1.4-7","Maximum Entropy Bootstrap for Time Series"
"5945","MEclustnet","1.1","Fits the Mixture of Experts Latent Position Cluster Model to
Network Data"
"5946","MedDietCalc","0.1.0","Multi Calculator to Compute Scores of Adherence to Mediterranean
Diet"
"5947","mederrRank","0.0.8","Bayesian Methods for Identifying the Most Harmful Medication
Errors"
"5948","medfate","0.2.2","Mediterranean Forest Simulation"
"5949","medflex","0.6-4","Flexible Mediation Analysis Using Natural Effect Models"
"5950","MediaK","1.0","Calculate MeDiA_K Distance"
"5951","Mediana","1.0.5","Clinical Trial Simulations"
"5952","mediation","4.4.6","Causal Mediation Analysis"
"5953","medicalrisk","1.2","Medical Risk and Comorbidity Tools for ICD-9-CM Data"
"5954","medicare","0.2.1","Tools for Obtaining and Cleaning Medicare Public Use Files"
"5955","medmod","1.0.0","Simple Mediation and Moderation Analysis"
"5956","MedOr","0.1","Median Ordering Statistical R package"
"5957","MEET","5.1.1","MEET: Motif Elements Estimation Toolkit"
"5958","mefa","3.2-7","Multivariate Data Handling in Ecology and Biogeography"
"5959","mefa4","0.3-4","Multivariate Data Handling with S4 Classes and Sparse Matrices"
"5960","Mega2R","1.0.0","Accessing and Processing a 'Mega2' Genetic Database"
"5961","MEGENA","1.3.6","Multiscale Clustering of Geometrical Network"
"5962","meifly","0.3","Interactive model exploration using GGobi"
"5963","Meiosis","1.0.2","Simulation of Meiosis in Plant Breeding Research"
"5964","meltt","0.3.3","Matching Event Data by Location, Time and Type"
"5965","melviewr","0.0.1","View and Classify MELODIC Output for ICA+FIX"
"5966","mem","2.11","The Moving Epidemic Method"
"5967","memapp","2.6","The Moving Epidemic Method Web Application"
"5968","meme","0.1.1","Create Meme"
"5969","memery","0.3.1","Internet Memes for Data Analysts"
"5970","memgene","1.0","Spatial pattern detection in genetic distance data using Moran's
Eigenvector Maps"
"5971","memisc","0.99.14.9","Management of Survey Data and Presentation of Analysis Results"
"5972","memo","1.0","In-Memory Caching for Repeated Computations"
"5973","memoise","1.1.0","Memoisation of Functions"
"5974","MEMSS","0.9-2","Data sets from Mixed-effects Models in S"
"5975","memuse","4.0-0","Memory Estimation Utilities"
"5976","MendelianRandomization","0.2.2","Mendelian Randomization Package"
"5977","MenuCollection","1.2","Collection of Configurable GTK+ Menus"
"5978","MEPDF","1.0","Multivariate Empirical Density Function"
"5979","merDeriv","0.1-2","Case-Wise and Cluster-Wise Derivatives for Mixed Effects Models"
"5980","MergeGUI","0.2-1","A GUI for Merging Datasets in R"
"5981","merror","2.0.2","Accuracy and Precision of Measurements"
"5982","merTools","0.3.0","Tools for Analyzing Mixed Effect Regression Models"
"5983","meshsimp","0.1.1","Simplification of Surface Triangular Meshes with Associated
Distributed Data"
"5984","MESS","0.4-15","Miscellaneous Esoteric Statistical Scripts"
"5985","meta","4.9-0","General Package for Meta-Analysis"
"5986","meta4diag","2.0.6","Meta-Analysis for Diagnostic Test Studies"
"5987","MetaAnalyser","0.2.1","An Interactive Visualisation of Meta-Analysis as a Physical
Weighing Machine"
"5988","MetABEL","0.2-0","Meta-analysis of genome-wide SNP association results"
"5989","metaBMA","0.3.9","Bayesian Model Averaging for Random and Fixed Effects
Meta-Analysis"
"5990","MetabolAnalyze","1.3","Probabilistic latent variable models for metabolomic data."
"5991","MetaboList","1.2","Annotation of Metabolites from Liquid Chromatography-Mass
Spectrometry Data"
"5992","metabolomics","0.1.4","Analysis of Metabolomics Data"
"5993","MetaboQC","1.0","Normalize Metabolomic Data using QC Signal"
"5994","metacart","1.0-0","Meta-CART: A Flexible Approach to Identify Moderators in
Meta-Analysis"
"5995","metacoder","0.1.3","Tools for Parsing, Manipulating, and Graphing Hierarchical Data"
"5996","metacom","1.4.9","Analysis of the 'Elements of Metacommunity Structure'"
"5997","MetaComp","1.0.1","EDGE Taxonomy Assignments Visualization"
"5998","metacor","1.0-2","Meta-analysis of correlation coefficients"
"5999","MetaCycle","1.1.0","Evaluate Periodicity in Large Scale Data"
"6000","MetaDE","1.0.5","MetaDE: Microarray meta-analysis for differentially expressed
gene detection"
"6001","metafolio","0.1.0","Metapopulation simulations for conserving salmon through
portfolio optimization"
"6002","metafor","2.0-0","Meta-Analysis Package for R"
"6003","metaforest","0.1.0","Exploring Heterogeneity in Meta-Analysis using Random Forests"
"6004","metafuse","2.0-1","Fused Lasso Approach in Regression Coefficient Clustering"
"6005","metagear","0.4","Comprehensive Research Synthesis Tools for Systematic Reviews
and Meta-Analysis"
"6006","metagen","1.0","Inference in Meta Analysis and Meta Regression"
"6007","metaheur","0.2.0","Metaheuristic Optimization Framework for Preprocessing
Combinations"
"6008","MetaheuristicFPA","1.0","An Implementation of Flower Pollination Algorithm in R"
"6009","metaheuristicOpt","1.0.0","Metaheuristic for Optimization"
"6010","MetaIntegrator","1.0.3","Meta-Analysis of Gene Expression Data"
"6011","MetaLandSim","1.0","Landscape and Range Expansion Simulation"
"6012","metaLik","0.42.0","Likelihood Inference in Meta-Analysis and Meta-Regression Models"
"6013","MetaLonDA","1.0.7","Metagenomics Longitudinal Differential Abundance Method"
"6014","metaMA","3.1.2","Meta-analysis for MicroArrays"
